date,bullishness
12242013,0.5240863
12022014,-0.85891185
7102014,-0.09792094
9242014,-0.8592142833333334
1092014,-0.49207341
11252014,-0.38699993
9072014,-0.08539081500000001
6092014,-0.6016523533333333
5052014,-0.6694839833333334
10212014,0.20186870799999995
8052014,0.2165230466666667
4282014,-0.14184376
2102014,0.12418472
7232014,-0.3205268075
6112014,-0.7000780571428571
7022014,-0.32017413
5032014,-0.53355302
7252014,-0.24344031333333335
9112014,-0.40270622
11212013,-0.5126150733333333
12122014,-0.13645959999999996
12232013,0.685341035
3282014,0.20462711666666666
9312014,-0.85451464
12122013,-0.7591779949999999
4212014,-0.73402188
9182014,-0.017597005
3142014,-0.39988192
11102013,0.35880761
11202014,-0.80142705
9032014,-0.3294424575
2092014,-0.52136552
2282014,-0.5600283125
3242014,-0.6610808520000001
10092014,0.14043241500000003
4142014,0.64017346
9192014,-0.22505833000000003
9052014,-0.3662465714285714
3272014,-0.03905111666666666
11152013,-0.971938385
11032014,-0.58713286
6232014,0.447194235
3062014,-0.77417273
11132013,-0.5441040333333333
7242014,-0.7369445533333333
9302014,0.4684206733333333
10242014,0.44953795
12162013,0.67760354
8012014,0.76238441
4082014,0.48615515
4102014,-0.79916272
6022014,-0.18426023749999998
12102014,-0.57052524
10012014,-0.85451464
3292014,-0.48440947
4292014,-0.694552835
9262014,-0.717540806
7302014,-0.60489997
10272014,-0.77701853
8082014,-0.80423957
5092014,-0.6660653125
12092013,0.56458274
8122014,-0.0202297
9312013,-0.6190947
8222014,-0.61993827
6172014,-0.7227676875
9172014,-0.5092157500000001
6062014,-0.013053934999999961
6182014,-0.67178864
9282014,-0.45904911
2062014,-0.38404258
10232014,-0.43011707666666665
2052014,-0.51846386
7172014,-0.17604759999999997
4012014,-0.6375296333333333
2252014,-0.9164400450000001
8292014,0.449403855
10152014,0.16624681666666666
10082014,0.18020316333333333
1282014,-0.27935071499999997
4022014,0.173826655
11062014,-0.8097035
9082014,0.003925782500000002
8062014,-0.69114047
9062014,0.64368171
10302014,-0.5774707499999999
7212014,-0.52146119
8272014,-0.7574229966666667
1152014,-0.41561705333333326
9122014,-0.8256480900000001
10142014,-0.44885574999999994
6192014,0.14868989333333335
1142014,-0.43035785
4182014,-0.62379531
11272013,0.50353795
2122014,0.42412408
3172014,0.48830032333333334
8132014,0.36763
11172014,0.655043135
7312014,-0.67775447
5172014,-0.7406287025
10062014,-0.80078492
12042013,-0.6012472933333334
6252014,-0.53134713
8282014,0.742553845
3032014,-0.587321985
11112013,-0.39575875
8152014,-0.36761204999999997
9292014,-0.8114964800000001
4172014,0.6203531600000001
10132014,-0.65900076
3252014,0.41091573
1132014,0.66398356
2132014,0.11733604666666668
4232014,-0.43873053666666667
6132014,-0.49865179
5162014,-0.12028965999999999
10072014,0.4498346
2152014,-0.48648754
11182013,-0.167078535
4252014,-0.27553298499999995
9092014,-0.347978495
6102014,-0.55053732
4312014,0.052895254999999974
2222014,-0.737459105
1302014,-0.41206629666666666
1222014,-0.85259179
12052013,-0.5582502300000001
8262014,-0.672049565
12132013,-0.50773758
1022014,0.54246353
5212014,-0.57752077
9252014,-0.4581219812499999
10282014,-0.761424325
9152014,-0.13131128000000003
5012014,0.052895254999999974
7222014,-0.49496388
12282013,-0.64124281
5282014,-0.7810960800000001
2312014,-0.587321985
1232014,-0.725003045
1172014,-0.53583337
12012014,-0.82751216
9162014,-0.5698696000000001
10032014,0.47717916
11042014,0.61845666
8192014,-0.51317582
10102014,-0.6867935825
10162014,0.04657602999999999
4242014,-0.07146679
7092014,-0.2098076825
2242014,0.520901065
9222014,-0.52054614
7162014,-0.007297175000000017
7292014,0.06150448000000003
11312014,-0.82751216
3052014,-0.50079355
10222014,0.2137815775
11092013,-0.5228085950000001
5022014,0.49847764
1162014,0.574789105
1082014,-0.43052512
10292014,-0.75869879
5082014,-0.10689058999999998
5122014,-0.5336023649999999
10202014,-0.4162487916666667
11202013,-0.77696024
9102014,0.669134348
4152014,-0.802794
2272014,0.5427399399999999
2072014,-0.18772088
1062014,0.41721283
7112014,-0.80892479
5142014,0.640870075
12032013,-0.4529015375
9232014,-0.83959883
5292014,-0.72658281
12222013,-0.61021146
1272014,-0.67206398
6242014,-0.66918755
11192014,-0.63631859
11262013,-0.4710825
11192013,-0.71054316
9042014,-0.24710066749999998
